,mae_NPCs,mae_Mito_inner_deconv,mae_Membrane,PCC_NPCs,PCC_Mito_inner_deconv,PCC_Membrane,mae_None,PCC_None
0,0.05274578183889389,0.037544913589954376,0.041358254849910736,0.7260757684707642,0.914311408996582,0.9012271165847778,0.043882983426253,0.8472047646840414
